Site *,Management *,Sample date: Year *,Sample date: Month *,Sample date: Day *,Depth *,Transect number *,Transect length surveyed *,Number of quadrats *,Quadrat size *,Number of points per quadrat *,Observer emails *,Quadrat *,Benthic attribute *,Growth form,Number of points *
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,3,Siderastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,4,Crustose coralline algae,NA,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,4,Macroalgae,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,4,Turf algae,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,4,Obscured,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,4,Porites,Branching,17
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Crustose coralline algae,NA,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Rock,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Rubble,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Seagrass,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Sand,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Sarcophyton,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Sponge,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Leptoseris,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Porites,Branching,8
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Porites,Massive,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Psammocora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Pseudosiderastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Sandalolitha,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Scolymia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Seriatopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,5,Siderastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Macroalgae,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Turf algae,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Rock,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Rubble,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Soft coral,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Silt,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Sand,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Sarcophyton,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Sinularia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Sponge,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Tape,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Acropora,NA,6
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Leptoseris,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Porites,Branching,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Psammocora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Pseudosiderastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Sandalolitha,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,6,Scolymia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Rock,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Rubble,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Soft coral,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Seagrass,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Silt,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Sand,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Sarcophyton,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Sinularia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Sponge,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Acropora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Pocillopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Porites,Branching,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Porites,Massive,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Psammocora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Pseudosiderastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Sandalolitha,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Scolymia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Seriatopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,7,Siderastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Crustose coralline algae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Macroalgae,NA,11
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Turf algae,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Soft coral,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Seagrass,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Silt,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Sinularia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Sponge,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Tape,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Echinopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Porites,Branching,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Seriatopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,8,Siderastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,9,Macroalgae,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,9,Tape,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,9,Porites,Branching,19
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,9,Porites,Massive,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,9,Stylocoeniella,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,9,Stereonephthya,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Macroalgae,NA,5
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Turf algae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Obscured,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Seagrass,NA,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Tape,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Unknown,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Unknown,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Zoanthid,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Porites,Massive,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Stylophora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Symphyllia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Trachyphyllia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Tubastraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Tubipora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Turbinaria-coral,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,10,Xenia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,11,Macroalgae,NA,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,11,Turf algae,NA,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,11,Seagrass,NA,11
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,11,Sand,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,11,Porites,Branching,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,11,Porites,Massive,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Turf algae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Other,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Seagrass,NA,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Sand,NA,9
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Tape,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Porites,Massive,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Stylocoeniella,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Stereonephthya,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Stylophora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Symphyllia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Trachyphyllia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Tubastraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,12,Tubipora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,13,Crustose coralline algae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,13,Halimeda,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,13,Macroalgae,NA,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,13,Turf algae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,13,Corallimorpharia,NA,5
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,13,Unknown,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,13,Unknown,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,13,Zoanthid,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,13,Porites,Branching,5
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,13,Porites,Massive,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,13,Turbinaria-coral,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,13,Xenia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,14,Macroalgae,NA,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,14,Turf algae,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,14,Corallimorpharia,NA,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,14,Porites,Branching,10
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,14,Porites,Massive,6
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Macroalgae,NA,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Turf algae,NA,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Anemone,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Obscured,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Tape,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Unknown,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Unknown,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Zoanthid,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Pavona,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Porites,Massive,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Stylocoeniella,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Stereonephthya,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Stylophora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Symphyllia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Trachyphyllia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Tubastraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Tubipora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Turbinaria-coral,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,15,Xenia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,16,Seagrass,NA,22
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,16,Sand,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,16,Tape,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,17,Anemone,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,17,Ascidian,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,17,Bare substrate,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,17,Seagrass,NA,12
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,17,Acanthastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,17,Acropora,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,17,Agaricia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,17,Alveopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,17,Anomastraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,17,Astreopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,17,Blastomussa,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,17,Porites,Branching,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Crustose coralline algae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Halimeda,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Macroalgae,NA,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Ascidian,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Corallimorpharia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Obscured,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Seagrass,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Caulastraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Cladiella,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Coeloseris,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Coscinaraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Montipora,NA,10
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Porites,Branching,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,18,Porites,Massive,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,19,Macroalgae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,19,Anemone,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,19,Acanthastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,19,Acropora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,19,Agaricia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,19,Alveopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,19,Porites,Branching,10
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,19,Porites,Massive,9
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Crustose coralline algae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Macroalgae,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Ascidian,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Bare substrate,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Corallimorpharia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Dead coral,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Dead coral,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Seagrass,NA,2
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Anomastraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Astreopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Blastomussa,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Caulastraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Cladiella,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Coeloseris,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Coscinaraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Ctenactis,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Cynarina,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Cyphastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Dendronepthea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,20,Porites,Massive,4
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Macroalgae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Seagrass,NA,10
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Sand,NA,3
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Diaseris,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Diploastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Dipsastraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Echinophyllia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Echinopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Euphyllia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Favia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Favites,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Fungia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Galaxea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,21,Gardineroseris,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Halimeda,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Gorgonian,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Hard coral,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Hydroid,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Seagrass,NA,11
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Goniastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Goniopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Gyrosmilia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Halomitra,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Heliopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Herpolitha,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Horastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Hydnophora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Isopora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,22,Leptastrea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,23,Seagrass,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,23,Tape,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,23,Leptoria,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,23,Leptoseris,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,23,Porites,Branching,21
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Macroalgae,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Ascidian,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Other invertebrates,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Lobophytum,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Other invertebrates,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Obscured,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Other,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Seagrass,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Lobophyllia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Lobactis,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Madracis,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Merulina,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Micromussa,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Millepora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Montastraea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Montipora,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Mycedium,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Nepthea,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Oulophyllia,NA,1
1208,Control,2022,12,13,6,3,50,25,1,25,amkieltiela@datamermaid.org,24,Oulastrea,NA,1
